n,high_density,low_density
190,0.12657740000000217,0.0015566000000006852
191,0.12742299999999887,0.0016244999999997845
192,0.12699369999999988,0.00156639999999868
193,0.13141720000000134,0.0015718999999990047
194,0.12983899999999834,0.0015338000000014063
195,0.13138340000000143,0.0015404999999987013
196,0.13378459999999848,0.0015430000000009158
197,0.13420550000000162,0.0015715999999997622
198,0.13579199999999786,0.001562699999999495
199,0.13837260000000243,0.0015938000000005558
200,0.13931739999999876,0.0015458999999992784
